index,0,1
230343,1,0
229308,1,0
250119,1,0
235559,1,0
6273,0,1
243868,1,0
4828,0,1
7662,0,1
4397,0,1
26134,0,1
234459,1,0
253194,1,0
233962,1,0
256317,1,0
582,0,1
229048,1,0
237021,1,0
22375,0,1
228147,1,0
237853,1,0
25783,0,1
20153,0,1
229174,1,0
2317,0,1
249956,1,0
5114,0,1
247170,1,0
256357,1,0
252287,1,0
13713,0,1
10064,0,1
23265,0,1
3646,0,1
239837,1,0
2574,0,1
243463,1,0
19592,0,1
23168,0,1
236400,1,0
248110,1,0
21633,0,1
6575,0,1
228052,1,0
244748,1,0
1940,0,1
15377,0,1
17960,0,1
252625,1,0
246398,1,0
257636,1,0
235600,1,0
967,0,1
23516,0,1
15864,0,1
246609,1,0
236165,1,0
24920,0,1
24620,0,1
9076,0,1
17329,0,1
11645,0,1
5661,0,1
238838,1,0
249009,1,0
23591,0,1
20041,0,1
240385,1,0
6713,0,1
13027,0,1
4471,0,1
253322,1,0
28683,0,1
26581,0,1
253395,1,0
21643,0,1
235629,1,0
11854,0,1
253195,1,0
6693,0,1
21282,0,1
249554,1,0
235505,1,0
255461,1,0
23999,0,1
28395,0,1
28101,0,1
23275,0,1
256787,1,0
25183,0,1
22552,0,1
256283,1,0
17251,0,1
25027,0,1
18370,0,1
238724,1,0
27641,0,1
255107,1,0
233572,1,0
236673,1,0
252881,1,0
232130,1,0
9142,0,1
7593,0,1
22372,0,1
253717,1,0
2452,0,1
234088,1,0
257133,1,0
21777,0,1
237100,1,0
250053,1,0
236119,1,0
5771,0,1
21391,0,1
246677,1,0
22072,0,1
244994,1,0
249481,1,0
13526,0,1
16625,0,1
16063,0,1
232103,1,0
242888,1,0
240059,1,0
19897,0,1
3759,0,1
230543,1,0
254693,1,0
231661,1,0
242841,1,0
242072,1,0
240271,1,0
3236,0,1
9335,0,1
244255,1,0
250792,1,0
1074,0,1
247525,1,0
18283,0,1
20377,0,1
21318,0,1
14731,0,1
18064,0,1
249594,1,0
256397,1,0
251650,1,0
251368,1,0
238874,1,0
5172,0,1
247636,1,0
17788,0,1
248071,1,0
253825,1,0
27728,0,1
249455,1,0
23009,0,1
243289,1,0
253920,1,0
10077,0,1
11255,0,1
232976,1,0
9359,0,1
11012,0,1
241918,1,0
254063,1,0
5367,0,1
231272,1,0
21237,0,1
254574,1,0
245031,1,0
234853,1,0
10220,0,1
251924,1,0
253636,1,0
10025,0,1
19343,0,1
18826,0,1
28210,0,1
235433,1,0
242806,1,0
9966,0,1
257571,1,0
251090,1,0
232594,1,0
241551,1,0
255150,1,0
8887,0,1
232982,1,0
8250,0,1
234873,1,0
238345,1,0
250055,1,0
5991,0,1
231143,1,0
252223,1,0
17631,0,1
9888,0,1
228731,1,0
251599,1,0
8235,0,1
248977,1,0
238710,1,0
28753,0,1
254152,1,0
13482,0,1
251825,1,0
1582,0,1
29258,0,1
11499,0,1
277,0,1
246970,1,0
231184,1,0
21491,0,1
244970,1,0
240120,1,0
242164,1,0
233585,1,0
242113,1,0
254805,1,0
3292,0,1
232266,1,0
12297,0,1
25050,0,1
9641,0,1
255657,1,0
14325,0,1
27735,0,1
19799,0,1
20293,0,1
246314,1,0
251205,1,0
6015,0,1
24011,0,1
10332,0,1
10340,0,1
28184,0,1
6690,0,1
2434,0,1
25424,0,1
17731,0,1
10511,0,1
239987,1,0
256255,1,0
243823,1,0
9297,0,1
4980,0,1
18790,0,1
28353,0,1
235129,1,0
252871,1,0
251922,1,0
229836,1,0
14104,0,1
239027,1,0
257052,1,0
255279,1,0
3267,0,1
244406,1,0
6035,0,1
28802,0,1
246982,1,0
11911,0,1
1045,0,1
254754,1,0
246621,1,0
238988,1,0
249433,1,0
20589,0,1
236561,1,0
240377,1,0
251181,1,0
245663,1,0
254819,1,0
19644,0,1
249178,1,0
12800,0,1
3653,0,1
27949,0,1
28049,0,1
9427,0,1
239059,1,0
10224,0,1
9910,0,1
19237,0,1
228497,1,0
235080,1,0
233455,1,0
229200,1,0
242077,1,0
247131,1,0
242487,1,0
234764,1,0
237570,1,0
23422,0,1
7568,0,1
950,0,1
251876,1,0
236669,1,0
23730,0,1
28872,0,1
240522,1,0
228882,1,0
23335,0,1
229917,1,0
29693,0,1
11766,0,1
17535,0,1
234603,1,0
10238,0,1
6017,0,1
29618,0,1
254883,1,0
21946,0,1
13793,0,1
27242,0,1
17308,0,1
240028,1,0
29100,0,1
241434,1,0
22668,0,1
28474,0,1
11413,0,1
13216,0,1
10103,0,1
17315,0,1
13644,0,1
228460,1,0
17753,0,1
7014,0,1
29184,0,1
249765,1,0
245167,1,0
11289,0,1
11832,0,1
237737,1,0
14821,0,1
5462,0,1
243118,1,0
233327,1,0
229898,1,0
15537,0,1
22045,0,1
13525,0,1
228218,1,0
26469,0,1
18158,0,1
977,0,1
257599,1,0
12563,0,1
241553,1,0
8236,0,1
237544,1,0
26291,0,1
234711,1,0
15190,0,1
253579,1,0
20475,0,1
239219,1,0
27324,0,1
8816,0,1
231418,1,0
240331,1,0
236970,1,0
24400,0,1
240710,1,0
12865,0,1
9219,0,1
23336,0,1
26741,0,1
7622,0,1
253860,1,0
244790,1,0
247130,1,0
26191,0,1
234483,1,0
240403,1,0
27486,0,1
235664,1,0
9293,0,1
240962,1,0
26590,0,1
235374,1,0
29455,0,1
237426,1,0
1659,0,1
240310,1,0
14175,0,1
243226,1,0
233947,1,0
1975,0,1
23965,0,1
245521,1,0
5058,0,1
241581,1,0
7292,0,1
240488,1,0
237646,1,0
13641,0,1
243635,1,0
4460,0,1
13947,0,1
239789,1,0
21326,0,1
239853,1,0
18159,0,1
239972,1,0
16139,0,1
242624,1,0
244046,1,0
240726,1,0
13748,0,1
4531,0,1
21511,0,1
22539,0,1
245812,1,0
232978,1,0
13443,0,1
12379,0,1
27145,0,1
255436,1,0
4151,0,1
6954,0,1
231908,1,0
254292,1,0
22783,0,1
6182,0,1
232962,1,0
26800,0,1
242445,1,0
7314,0,1
252986,1,0
20182,0,1
6939,0,1
248183,1,0
8411,0,1
11555,0,1
244309,1,0
228185,1,0
18484,0,1
252042,1,0
241576,1,0
249457,1,0
242619,1,0
20438,0,1
5456,0,1
236619,1,0
27815,0,1
231211,1,0
267,0,1
18829,0,1
245621,1,0
237086,1,0
5232,0,1
12465,0,1
27179,0,1
237428,1,0
242348,1,0
255828,1,0
18455,0,1
13780,0,1
10842,0,1
229292,1,0
9214,0,1
19528,0,1
249890,1,0
243634,1,0
25645,0,1
243338,1,0
249547,1,0
234323,1,0
242929,1,0
235761,1,0
10184,0,1
231310,1,0
29562,0,1
22096,0,1
2666,0,1
26351,0,1
250752,1,0
232265,1,0
25969,0,1
229668,1,0
22473,0,1
14520,0,1
231449,1,0
236091,1,0
5315,0,1
242031,1,0
1966,0,1
236429,1,0
126,0,1
235155,1,0
242918,1,0
242110,1,0
238008,1,0
14851,0,1
245850,1,0
1395,0,1
237902,1,0
22434,0,1
243478,1,0
234908,1,0
254458,1,0
236708,1,0
242786,1,0
13571,0,1
15959,0,1
2082,0,1
17917,0,1
3955,0,1
28681,0,1
232504,1,0
248458,1,0
235379,1,0
229395,1,0
229772,1,0
247495,1,0
20427,0,1
256825,1,0
23857,0,1
20711,0,1
232684,1,0
236943,1,0
9466,0,1
12668,0,1
246538,1,0
252490,1,0
256116,1,0
228921,1,0
3971,0,1
3857,0,1
27123,0,1
24415,0,1
19917,0,1
23929,0,1
232638,1,0
256391,1,0
255701,1,0
245173,1,0
16674,0,1
27180,0,1
8583,0,1
28001,0,1
252434,1,0
26570,0,1
19035,0,1
5525,0,1
236321,1,0
234984,1,0
243550,1,0
256360,1,0
250586,1,0
249999,1,0
239720,1,0
242731,1,0
4079,0,1
232319,1,0
235975,1,0
256521,1,0
239372,1,0
23971,0,1
21981,0,1
235402,1,0
257279,1,0
6629,0,1
257471,1,0
18831,0,1
255598,1,0
26169,0,1
229005,1,0
247982,1,0
238293,1,0
19502,0,1
229669,1,0
21994,0,1
29533,0,1
244557,1,0
257645,1,0
4631,0,1
248181,1,0
2270,0,1
15925,0,1
21672,0,1
241997,1,0
254272,1,0
23708,0,1
16604,0,1
20239,0,1
20625,0,1
235769,1,0
28552,0,1
12175,0,1
245188,1,0
253591,1,0
229073,1,0
641,0,1
248140,1,0
243036,1,0
19971,0,1
1766,0,1
249588,1,0
230358,1,0
237109,1,0
248113,1,0
231961,1,0
9843,0,1
254267,1,0
879,0,1
22462,0,1
22279,0,1
20169,0,1
11912,0,1
248608,1,0
15535,0,1
6625,0,1
3937,0,1
236195,1,0
250483,1,0
24212,0,1
11202,0,1
4689,0,1
255605,1,0
257201,1,0
231846,1,0
257181,1,0
7517,0,1
25137,0,1
6431,0,1
17493,0,1
20932,0,1
11230,0,1
242949,1,0
229121,1,0
3334,0,1
238881,1,0
17080,0,1
247797,1,0
248728,1,0
231674,1,0
4822,0,1
229505,1,0
248743,1,0
253999,1,0
245682,1,0
5664,0,1
28470,0,1
230877,1,0
253000,1,0
250751,1,0
19117,0,1
12856,0,1
15358,0,1
228266,1,0
231403,1,0
27825,0,1
8148,0,1
2849,0,1
302,0,1
230811,1,0
8900,0,1
10358,0,1
245344,1,0
23264,0,1
237716,1,0
243016,1,0
10481,0,1
250642,1,0
3532,0,1
230765,1,0
21175,0,1
242635,1,0
250462,1,0
3237,0,1
19559,0,1
15932,0,1
249971,1,0
249432,1,0
248272,1,0
740,0,1
