index,0,1
396298,1,0
198498,0,1
391622,1,0
443984,1,0
454897,1,0
443665,1,0
397828,1,0
166535,0,1
441226,1,0
180538,0,1
444010,1,0
185859,0,1
424570,1,0
439314,1,0
405734,1,0
201180,0,1
388994,1,0
439539,1,0
192192,0,1
190099,0,1
194717,0,1
189939,0,1
194971,0,1
384344,1,0
202889,0,1
383877,1,0
194724,0,1
395982,1,0
198810,0,1
198301,0,1
383303,1,0
443216,1,0
395541,1,0
223280,0,1
412135,1,0
428088,1,0
224884,0,1
390077,1,0
187355,0,1
168007,0,1
401122,1,0
390786,1,0
452272,1,0
203982,0,1
405232,1,0
224344,0,1
399913,1,0
405346,1,0
227508,0,1
167591,0,1
164272,0,1
184889,0,1
415792,1,0
200122,0,1
414779,1,0
159109,0,1
423988,1,0
216021,0,1
224389,0,1
455915,1,0
182426,0,1
397382,1,0
430163,1,0
218987,0,1
226792,0,1
157790,0,1
403965,1,0
188721,0,1
407427,1,0
395548,1,0
204715,0,1
160681,0,1
401894,1,0
155648,0,1
196846,0,1
406026,1,0
449787,1,0
209000,0,1
407682,1,0
402828,1,0
425475,1,0
384316,1,0
190690,0,1
393746,1,0
439507,1,0
222245,0,1
210999,0,1
414698,1,0
163565,0,1
419621,1,0
430485,1,0
419816,1,0
446415,1,0
193740,0,1
432805,1,0
175081,0,1
218265,0,1
419167,1,0
177777,0,1
404037,1,0
403487,1,0
165522,0,1
400871,1,0
405150,1,0
427618,1,0
394598,1,0
402441,1,0
442343,1,0
440086,1,0
161110,0,1
192811,0,1
439861,1,0
401125,1,0
206537,0,1
394510,1,0
190381,0,1
174123,0,1
216721,0,1
171494,0,1
194868,0,1
415936,1,0
384435,1,0
435487,1,0
223272,0,1
217600,0,1
393834,1,0
186094,0,1
403043,1,0
174119,0,1
388692,1,0
171529,0,1
440088,1,0
388783,1,0
404083,1,0
453610,1,0
162968,0,1
197404,0,1
426613,1,0
223312,0,1
388252,1,0
432858,1,0
424367,1,0
443845,1,0
203911,0,1
449248,1,0
403848,1,0
221128,0,1
223884,0,1
194060,0,1
202874,0,1
218738,0,1
411149,1,0
169286,0,1
438561,1,0
197678,0,1
164118,0,1
193322,0,1
399941,1,0
416156,1,0
443912,1,0
186792,0,1
180894,0,1
181933,0,1
202153,0,1
399345,1,0
454022,1,0
417669,1,0
200962,0,1
194659,0,1
227919,0,1
180476,0,1
453402,1,0
180283,0,1
391498,1,0
446633,1,0
395374,1,0
413833,1,0
183039,0,1
165534,0,1
173691,0,1
389417,1,0
213568,0,1
178414,0,1
190767,0,1
450366,1,0
448199,1,0
169730,0,1
423221,1,0
420933,1,0
212975,0,1
439169,1,0
183533,0,1
443585,1,0
441922,1,0
396752,1,0
397793,1,0
203531,0,1
174040,0,1
418925,1,0
451932,1,0
383413,1,0
433256,1,0
435073,1,0
157747,0,1
215735,0,1
401949,1,0
453395,1,0
202359,0,1
207589,0,1
417671,1,0
156111,0,1
392744,1,0
416384,1,0
188897,0,1
187844,0,1
442274,1,0
429962,1,0
187286,0,1
442916,1,0
441887,1,0
397594,1,0
155297,0,1
167440,0,1
201886,0,1
163229,0,1
227783,0,1
420019,1,0
419382,1,0
400080,1,0
389356,1,0
201408,0,1
157418,0,1
415577,1,0
446192,1,0
176753,0,1
171785,0,1
200554,0,1
386206,1,0
181891,0,1
221489,0,1
218238,0,1
399830,1,0
437558,1,0
404725,1,0
161995,0,1
220390,0,1
194515,0,1
412416,1,0
206120,0,1
186081,0,1
222342,0,1
415269,1,0
194510,0,1
218436,0,1
398329,1,0
159351,0,1
169097,0,1
156665,0,1
202203,0,1
404715,1,0
436924,1,0
422431,1,0
162861,0,1
411953,1,0
431128,1,0
189464,0,1
436098,1,0
446226,1,0
198231,0,1
176263,0,1
392386,1,0
403959,1,0
174302,0,1
454775,1,0
407694,1,0
415564,1,0
432088,1,0
416501,1,0
178446,0,1
439224,1,0
394284,1,0
161467,0,1
441375,1,0
430431,1,0
169846,0,1
186413,0,1
191696,0,1
212403,0,1
441311,1,0
166452,0,1
428858,1,0
449401,1,0
429307,1,0
395304,1,0
422252,1,0
188971,0,1
452865,1,0
169254,0,1
399815,1,0
447708,1,0
183668,0,1
213810,0,1
176805,0,1
182662,0,1
220406,0,1
161572,0,1
157608,0,1
175440,0,1
406588,1,0
190449,0,1
208815,0,1
396325,1,0
409487,1,0
420509,1,0
442297,1,0
413870,1,0
223588,0,1
162390,0,1
209358,0,1
179297,0,1
200517,0,1
192027,0,1
161590,0,1
421923,1,0
399103,1,0
398845,1,0
208585,0,1
204386,0,1
417047,1,0
447271,1,0
225727,0,1
443119,1,0
425486,1,0
442259,1,0
390072,1,0
422971,1,0
198640,0,1
193661,0,1
448578,1,0
193340,0,1
201975,0,1
168604,0,1
160080,0,1
452999,1,0
452533,1,0
411402,1,0
156333,0,1
391421,1,0
221262,0,1
385890,1,0
173210,0,1
399249,1,0
223153,0,1
435110,1,0
172223,0,1
202187,0,1
452210,1,0
449075,1,0
409022,1,0
421365,1,0
451916,1,0
416790,1,0
435497,1,0
438112,1,0
409109,1,0
178473,0,1
389948,1,0
206798,0,1
225441,0,1
